2017-07-24 13:43:58 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.041531 | 0.041617 | SELECT * FROM `iwide_core_admin` WHERE `username` = 'huiyuan' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:44:00 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.030615 | 0.030658 | select count(*) as count from iwide_hotel_orders where inter_id='a484619482' and startdate<='20170724' and enddate>'20170724' and isdel=0 and  status in(0,1,2,3,4,5,11) | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:44:01 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.030324 | 0.030351 | SELECT * FROM `iwide_pay_config` WHERE `inter_id` = 'a484619482' AND `module` = 'hotel' ORDER BY `sort` desc | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:44:01 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.030318 | 0.030356 | select o.*,h.name hname,i.roomname,p.price_name,i.orderid from iwide_hotel_orders o join ( select * from iwide_hotels where inter_id='a484619482') h on o.hotel_id=h.hotel_id join iwide_hotel_order_items i on o.orderid=i.orderid left join iwide_hotel_price_info p on i.price_code=p.price_code and i.inter_id=p.inter_id where o.inter_id='a484619482' and  o.status=0 and o.isdel=0 group by o.id order by o.order_time desc limit 2 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:44:01 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.02639 | 0.026429 | select count(*) count from iwide_hotel_orders where inter_id='a484619482' and  status=0 and isdel=0 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:44:01 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.071251 | 0.07128 | SELECT * FROM `iwide_core_node` WHERE `module` = 'adminhtml' AND `status` = 1 ORDER BY `sort` DESC | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:44:02 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.027853 | 0.027963 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:44:02 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.031047 | 0.031076 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:44:02 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.028672 | 0.028701 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:45:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.03243 | 0.03246 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:45:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.034262 | 0.034288 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:45:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.029384 | 0.02941 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:46:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.033686 | 0.033721 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:46:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.029681 | 0.029791 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:46:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.029175 | 0.029195 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:47:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.025627 | 0.025655 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:47:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.026327 | 0.026369 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:47:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.034664 | 0.034689 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:49:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.028842 | 0.02887 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:49:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.034253 | 0.03428 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:49:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.02705 | 0.027076 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:50:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.036257 | 0.036306 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:50:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.028655 | 0.028681 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:50:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.028036 | 0.028062 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:51:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.02773 | 0.027762 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:51:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.031205 | 0.031233 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:51:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.031067 | 0.031094 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:53:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.035509 | 0.035562 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:53:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.030736 | 0.030765 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:53:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.03104 | 0.031065 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:54:08 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.03799 | 0.038033 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:54:09 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.032455 | 0.032481 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:54:09 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.028975 | 0.029001 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:57:05 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.083611 | 0.083627 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:57:05 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.041425 | 0.041448 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:57:05 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.037737 | 0.037757 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:58:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.030224 | 0.030261 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:58:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.040958 | 0.040994 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 13:58:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.036699 | 0.036726 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:00:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.02941 | 0.029453 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:00:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.039514 | 0.039539 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:00:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.029687 | 0.02972 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:01:14 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.04335 | 0.043379 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:01:14 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.033837 | 0.033863 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:01:14 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.04221 | 0.04224 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:02:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.028641 | 0.028725 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:02:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.033411 | 0.033438 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:02:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.028658 | 0.028684 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:03:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.032028 | 0.032067 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:03:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.038393 | 0.038419 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:03:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.027072 | 0.027098 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:04:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.028841 | 0.028859 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:04:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.037206 | 0.037248 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:04:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.031938 | 0.031983 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:05:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.023965 | 0.024064 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:05:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.03173 | 0.031754 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:05:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.029418 | 0.029457 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:06:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.03659 | 0.03664 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:06:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.026395 | 0.026427 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:06:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.029385 | 0.029411 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:08:05 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.038925 | 0.038952 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:08:05 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.029696 | 0.029713 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:08:05 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.034423 | 0.03445 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:09:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.029941 | 0.029968 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:09:03 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.038639 | 0.038662 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:09:04 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.032882 | 0.032909 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:10:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.031332 | 0.031359 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:10:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.03314 | 0.033158 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:10:03 | 1054 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.025073 | 0.025099 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-24 13:44:02' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:11:08 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.034372 | 0.034404 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-24 14:11:08 | 1055 | /index.php | query | c5d3ac8fb07843e23ae755e637564d69be7373c8 | 0.032848 | 0.032875 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1500875042 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
